"participant","condition","order","trial","response","initial","final","difference","index","image"
44,"responsibility","4",15,3,13,10,2,3,"trial_15_diff_3_index_3"
44,"responsibility","39",16,53,15,12,2,4,"trial_16_diff_3_index_4"
44,"responsibility","11",17,0,16,13,2,5,"trial_17_diff_3_index_5"
44,"responsibility","9",18,0,19,16,2,6,"trial_18_diff_3_index_6"
44,"responsibility","5",19,0,9,5,3,1,"trial_19_diff_4_index_1"
44,"responsibility","33",20,44,15,11,3,2,"trial_20_diff_4_index_2"
44,"responsibility","15",21,44,16,12,3,3,"trial_21_diff_4_index_3"
44,"responsibility","34",22,23,17,13,3,4,"trial_22_diff_4_index_4"
44,"responsibility","24",23,31,19,15,3,5,"trial_23_diff_4_index_5"
44,"responsibility","7",24,99,20,16,3,6,"trial_24_diff_4_index_6"
44,"responsibility","36",25,80,9,4,4,1,"trial_25_diff_5_index_1"
44,"responsibility","18",26,30,14,9,4,2,"trial_26_diff_5_index_2"
44,"responsibility","37",27,51,14,9,4,3,"trial_27_diff_5_index_3"
44,"responsibility","8",28,100,15,10,4,4,"trial_28_diff_5_index_4"
44,"responsibility","23",29,65,15,10,4,5,"trial_29_diff_5_index_5"
44,"responsibility","42",30,48,17,12,4,6,"trial_30_diff_5_index_6"
44,"responsibility","14",31,44,14,8,5,1,"trial_31_diff_6_index_1"
44,"responsibility","38",32,58,14,8,5,2,"trial_32_diff_6_index_2"
44,"responsibility","21",33,61,15,9,5,3,"trial_33_diff_6_index_3"
44,"responsibility","35",34,17,16,10,5,4,"trial_34_diff_6_index_4"
44,"responsibility","13",35,41,18,12,5,5,"trial_35_diff_6_index_5"
44,"responsibility","29",36,25,19,13,5,6,"trial_36_diff_6_index_6"
44,"responsibility","6",37,100,14,7,6,1,"trial_37_diff_7_index_1"
44,"responsibility","16",38,28,14,7,6,2,"trial_38_diff_7_index_2"
44,"responsibility","19",39,66,15,8,6,3,"trial_39_diff_7_index_3"
44,"responsibility","30",40,20,16,9,6,4,"trial_40_diff_7_index_4"
44,"responsibility","32",41,40,16,9,6,5,"trial_41_diff_7_index_5"
44,"responsibility","10",42,99,16,9,6,6,"trial_42_diff_7_index_6"
45,"prediction","21",1,3,8,7,0,1,"trial_1_diff_1_index_1"
45,"prediction","9",2,2,8,7,0,2,"trial_2_diff_1_index_2"
45,"prediction","4",3,4,9,8,0,3,"trial_3_diff_1_index_3"
45,"prediction","33",4,1,10,9,0,4,"trial_4_diff_1_index_4"
45,"prediction","25",5,0,13,12,0,5,"trial_5_diff_1_index_5"
45,"prediction","17",6,6,13,12,0,6,"trial_6_diff_1_index_6"
45,"prediction","3",7,3,7,5,1,1,"trial_7_diff_2_index_1"
45,"prediction","12",8,2,8,6,1,2,"trial_8_diff_2_index_2"
45,"prediction","39",9,4,10,8,1,3,"trial_9_diff_2_index_3"
45,"prediction","27",10,6,12,10,1,4,"trial_10_diff_2_index_4"
45,"prediction","15",11,5,12,10,1,5,"trial_11_diff_2_index_5"
45,"prediction","28",12,3,12,10,1,6,"trial_12_diff_2_index_6"
45,"prediction","40",13,3,12,9,2,1,"trial_13_diff_3_index_1"
45,"prediction","14",14,3,13,10,2,2,"trial_14_diff_3_index_2"
45,"prediction","35",15,6,13,10,2,3,"trial_15_diff_3_index_3"
45,"prediction","19",16,3,15,12,2,4,"trial_16_diff_3_index_4"
45,"prediction","41",17,4,16,13,2,5,"trial_17_diff_3_index_5"
45,"prediction","36",18,7,19,16,2,6,"trial_18_diff_3_index_6"
45,"prediction","29",19,5,9,5,3,1,"trial_19_diff_4_index_1"
45,"prediction","5",20,4,15,11,3,2,"trial_20_diff_4_index_2"
45,"prediction","6",21,10,16,12,3,3,"trial_21_diff_4_index_3"
45,"prediction","37",22,10,17,13,3,4,"trial_22_diff_4_index_4"
45,"prediction","2",23,11,19,15,3,5,"trial_23_diff_4_index_5"
45,"prediction","31",24,9,20,16,3,6,"trial_24_diff_4_index_6"
45,"prediction","30",25,5,9,4,4,1,"trial_25_diff_5_index_1"
45,"prediction","26",26,6,14,9,4,2,"trial_26_diff_5_index_2"
45,"prediction","13",27,9,14,9,4,3,"trial_27_diff_5_index_3"
45,"prediction","32",28,4,15,10,4,4,"trial_28_diff_5_index_4"
45,"prediction","8",29,6,15,10,4,5,"trial_29_diff_5_index_5"
45,"prediction","24",30,11,17,12,4,6,"trial_30_diff_5_index_6"
45,"prediction","38",31,9,14,8,5,1,"trial_31_diff_6_index_1"
45,"prediction","23",32,5,14,8,5,2,"trial_32_diff_6_index_2"
45,"prediction","11",33,7,15,9,5,3,"trial_33_diff_6_index_3"
45,"prediction","18",34,9,16,10,5,4,"trial_34_diff_6_index_4"
45,"prediction","7",35,7,18,12,5,5,"trial_35_diff_6_index_5"
45,"prediction","10",36,11,19,13,5,6,"trial_36_diff_6_index_6"
45,"prediction","16",37,8,14,7,6,1,"trial_37_diff_7_index_1"
45,"prediction","1",38,9,14,7,6,2,"trial_38_diff_7_index_2"
45,"prediction","34",39,6,15,8,6,3,"trial_39_diff_7_index_3"
45,"prediction","22",40,9,16,9,6,4,"trial_40_diff_7_index_4"
45,"prediction","42",41,4,16,9,6,5,"trial_41_diff_7_index_5"
45,"prediction","20",42,10,16,9,6,6,"trial_42_diff_7_index_6"
46,"responsibility","38",1,26,8,7,0,1,"trial_1_diff_1_index_1"
46,"responsibility","37",2,20,8,7,0,2,"trial_2_diff_1_index_2"
46,"responsibility","27",3,30,9,8,0,3,"trial_3_diff_1_index_3"
46,"responsibility","4",4,82,10,9,0,4,"trial_4_diff_1_index_4"
46,"responsibility","30",5,0,13,12,0,5,"trial_5_diff_1_index_5"
46,"responsibility","23",6,66,13,12,0,6,"trial_6_diff_1_index_6"
46,"responsibility","20",7,46,7,5,1,1,"trial_7_diff_2_index_1"
46,"responsibility","11",8,88,8,6,1,2,"trial_8_diff_2_index_2"
46,"responsibility","9",9,69,10,8,1,3,"trial_9_diff_2_index_3"
46,"responsibility","10",10,51,12,10,1,4,"trial_10_diff_2_index_4"
46,"responsibility","7",11,80,12,10,1,5,"trial_11_diff_2_index_5"
46,"responsibility","6",12,55,12,10,1,6,"trial_12_diff_2_index_6"
46,"responsibility","24",13,66,12,9,2,1,"trial_13_diff_3_index_1"
46,"responsibility","42",14,85,13,10,2,2,"trial_14_diff_3_index_2"
46,"responsibility","39",15,72,13,10,2,3,"trial_15_diff_3_index_3"
46,"responsibility","17",16,60,15,12,2,4,"trial_16_diff_3_index_4"
46,"responsibility","3",17,67,16,13,2,5,"trial_17_diff_3_index_5"
46,"responsibility","28",18,74,19,16,2,6,"trial_18_diff_3_index_6"
46,"responsibility","2",19,98,9,5,3,1,"trial_19_diff_4_index_1"
46,"responsibility","26",20,90,15,11,3,2,"trial_20_diff_4_index_2"
46,"responsibility","13",21,96,16,12,3,3,"trial_21_diff_4_index_3"
46,"responsibility","1",22,92,17,13,3,4,"trial_22_diff_4_index_4"
46,"responsibility","31",23,93,19,15,3,5,"trial_23_diff_4_index_5"
46,"responsibility","22",24,84,20,16,3,6,"trial_24_diff_4_index_6"
46,"responsibility","15",25,82,9,4,4,1,"trial_25_diff_5_index_1"
46,"responsibility","14",26,59,14,9,4,2,"trial_26_diff_5_index_2"
46,"responsibility","34",27,85,14,9,4,3,"trial_27_diff_5_index_3"
46,"responsibility","33",28,61,15,10,4,4,"trial_28_diff_5_index_4"
46,"responsibility","40",29,90,15,10,4,5,"trial_29_diff_5_index_5"
46,"responsibility","35",30,19,17,12,4,6,"trial_30_diff_5_index_6"
46,"responsibility","41",31,99,14,8,5,1,"trial_31_diff_6_index_1"
46,"responsibility","29",32,92,14,8,5,2,"trial_32_diff_6_index_2"
46,"responsibility","25",33,67,15,9,5,3,"trial_33_diff_6_index_3"
46,"responsibility","16",34,56,16,10,5,4,"trial_34_diff_6_index_4"
46,"responsibility","32",35,79,18,12,5,5,"trial_35_diff_6_index_5"
46,"responsibility","36",36,68,19,13,5,6,"trial_36_diff_6_index_6"
46,"responsibility","5",37,73,14,7,6,1,"trial_37_diff_7_index_1"
46,"responsibility","21",38,49,14,7,6,2,"trial_38_diff_7_index_2"
46,"responsibility","19",39,82,15,8,6,3,"trial_39_diff_7_index_3"
46,"responsibility","18",40,65,16,9,6,4,"trial_40_diff_7_index_4"
46,"responsibility","12",41,51,16,9,6,5,"trial_41_diff_7_index_5"
46,"responsibility","8",42,83,16,9,6,6,"trial_42_diff_7_index_6"
50,"prediction","23",1,1,8,7,0,1,"trial_1_diff_1_index_1"
50,"prediction","5",2,2,8,7,0,2,"trial_2_diff_1_index_2"
50,"prediction","24",3,3,9,8,0,3,"trial_3_diff_1_index_3"
50,"prediction","36",4,2,10,9,0,4,"trial_4_diff_1_index_4"
50,"prediction","42",5,0,13,12,0,5,"trial_5_diff_1_index_5"
50,"prediction","13",6,4,13,12,0,6,"trial_6_diff_1_index_6"
50,"prediction","12",7,2,7,5,1,1,"trial_7_diff_2_index_1"
50,"prediction","40",8,2,8,6,1,2,"trial_8_diff_2_index_2"
50,"prediction","1",9,2,10,8,1,3,"trial_9_diff_2_index_3"
50,"prediction","39",10,5,12,10,1,4,"trial_10_diff_2_index_4"
50,"prediction","16",11,3,12,10,1,5,"trial_11_diff_2_index_5"
50,"prediction","10",12,3,12,10,1,6,"trial_12_diff_2_index_6"
50,"prediction","22",13,4,12,9,2,1,"trial_13_diff_3_index_1"
50,"prediction","37",14,3,13,10,2,2,"trial_14_diff_3_index_2"
50,"prediction","26",15,6,13,10,2,3,"trial_15_diff_3_index_3"
50,"prediction","21",16,6,15,12,2,4,"trial_16_diff_3_index_4"
50,"prediction","32",17,2,16,13,2,5,"trial_17_diff_3_index_5"
50,"prediction","11",18,5,19,16,2,6,"trial_18_diff_3_index_6"
50,"prediction","25",19,5,9,5,3,1,"trial_19_diff_4_index_1"
50,"prediction","2",20,3,15,11,3,2,"trial_20_diff_4_index_2"
50,"prediction","38",21,6,16,12,3,3,"trial_21_diff_4_index_3"
50,"prediction","27",22,6,17,13,3,4,"trial_22_diff_4_index_4"
50,"prediction","19",23,5,19,15,3,5,"trial_23_diff_4_index_5"
50,"prediction","8",24,5,20,16,3,6,"trial_24_diff_4_index_6"
50,"prediction","15",25,4,9,4,4,1,"trial_25_diff_5_index_1"
50,"prediction","29",26,5,14,9,4,2,"trial_26_diff_5_index_2"
50,"prediction","9",27,7,14,9,4,3,"trial_27_diff_5_index_3"
50,"prediction","35",28,4,15,10,4,4,"trial_28_diff_5_index_4"
50,"prediction","7",29,6,15,10,4,5,"trial_29_diff_5_index_5"
50,"prediction","28",30,8,17,12,4,6,"trial_30_diff_5_index_6"
50,"prediction","31",31,5,14,8,5,1,"trial_31_diff_6_index_1"
50,"prediction","34",32,9,14,8,5,2,"trial_32_diff_6_index_2"
50,"prediction","6",33,5,15,9,5,3,"trial_33_diff_6_index_3"
50,"prediction","3",34,8,16,10,5,4,"trial_34_diff_6_index_4"
50,"prediction","30",35,4,18,12,5,5,"trial_35_diff_6_index_5"
50,"prediction","17",36,9,19,13,5,6,"trial_36_diff_6_index_6"
50,"prediction","4",37,4,14,7,6,1,"trial_37_diff_7_index_1"
50,"prediction","33",38,4,14,7,6,2,"trial_38_diff_7_index_2"
50,"prediction","41",39,10,15,8,6,3,"trial_39_diff_7_index_3"
50,"prediction","14",40,3,16,9,6,4,"trial_40_diff_7_index_4"
50,"prediction","18",41,3,16,9,6,5,"trial_41_diff_7_index_5"
50,"prediction","20",42,7,16,9,6,6,"trial_42_diff_7_index_6"
51,"responsibility","30",1,24,8,7,0,1,"trial_1_diff_1_index_1"
51,"responsibility","3",2,14,8,7,0,2,"trial_2_diff_1_index_2"
51,"responsibility","14",3,16,9,8,0,3,"trial_3_diff_1_index_3"
51,"responsibility","40",4,3,10,9,0,4,"trial_4_diff_1_index_4"
51,"responsibility","8",5,1,13,12,0,5,"trial_5_diff_1_index_5"
51,"responsibility","20",6,59,13,12,0,6,"trial_6_diff_1_index_6"
51,"responsibility","18",7,52,7,5,1,1,"trial_7_diff_2_index_1"
51,"responsibility","34",8,30,8,6,1,2,"trial_8_diff_2_index_2"
51,"responsibility","23",9,58,10,8,1,3,"trial_9_diff_2_index_3"
51,"responsibility","39",10,74,12,10,1,4,"trial_10_diff_2_index_4"
51,"responsibility","33",11,65,12,10,1,5,"trial_11_diff_2_index_5"
51,"responsibility","35",12,7,12,10,1,6,"trial_12_diff_2_index_6"
51,"responsibility","42",13,17,12,9,2,1,"trial_13_diff_3_index_1"
51,"responsibility","21",14,74,13,10,2,2,"trial_14_diff_3_index_2"
51,"responsibility","5",15,80,13,10,2,3,"trial_15_diff_3_index_3"
51,"responsibility","2",16,86,15,12,2,4,"trial_16_diff_3_index_4"
51,"responsibility","15",17,2,16,13,2,5,"trial_17_diff_3_index_5"
51,"responsibility","7",18,59,19,16,2,6,"trial_18_diff_3_index_6"
51,"responsibility","26",19,71,9,5,3,1,"trial_19_diff_4_index_1"
51,"responsibility","17",20,15,15,11,3,2,"trial_20_diff_4_index_2"
51,"responsibility","28",21,47,16,12,3,3,"trial_21_diff_4_index_3"
51,"responsibility","24",22,66,17,13,3,4,"trial_22_diff_4_index_4"
51,"responsibility","4",23,89,19,15,3,5,"trial_23_diff_4_index_5"
51,"responsibility","11",24,56,20,16,3,6,"trial_24_diff_4_index_6"
51,"responsibility","10",25,53,9,4,4,1,"trial_25_diff_5_index_1"
51,"responsibility","29",26,24,14,9,4,2,"trial_26_diff_5_index_2"
51,"responsibility","9",27,78,14,9,4,3,"trial_27_diff_5_index_3"
51,"responsibility","31",28,58,15,10,4,4,"trial_28_diff_5_index_4"
51,"responsibility","32",29,43,15,10,4,5,"trial_29_diff_5_index_5"
51,"responsibility","36",30,4,17,12,4,6,"trial_30_diff_5_index_6"
51,"responsibility","22",31,60,14,8,5,1,"trial_31_diff_6_index_1"
51,"responsibility","25",32,49,14,8,5,2,"trial_32_diff_6_index_2"
51,"responsibility","13",33,36,15,9,5,3,"trial_33_diff_6_index_3"
51,"responsibility","37",34,22,16,10,5,4,"trial_34_diff_6_index_4"
51,"responsibility","19",35,6,18,12,5,5,"trial_35_diff_6_index_5"
51,"responsibility","6",36,29,19,13,5,6,"trial_36_diff_6_index_6"
51,"responsibility","27",37,77,14,7,6,1,"trial_37_diff_7_index_1"
51,"responsibility","1",38,87,14,7,6,2,"trial_38_diff_7_index_2"
51,"responsibility","12",39,21,15,8,6,3,"trial_39_diff_7_index_3"
51,"responsibility","41",40,27,16,9,6,4,"trial_40_diff_7_index_4"
51,"responsibility","16",41,23,16,9,6,5,"trial_41_diff_7_index_5"
51,"responsibility","38",42,74,16,9,6,6,"trial_42_diff_7_index_6"
52,"responsibility","36",1,88,8,7,0,1,"trial_1_diff_1_index_1"
52,"responsibility","5",2,23,8,7,0,2,"trial_2_diff_1_index_2"
52,"responsibility","22",3,81,9,8,0,3,"trial_3_diff_1_index_3"
52,"responsibility","28",4,96,10,9,0,4,"trial_4_diff_1_index_4"
52,"responsibility","11",5,0,13,12,0,5,"trial_5_diff_1_index_5"
52,"responsibility","32",6,19,13,12,0,6,"trial_6_diff_1_index_6"
52,"responsibility","29",7,93,7,5,1,1,"trial_7_diff_2_index_1"
52,"responsibility","25",8,95,8,6,1,2,"trial_8_diff_2_index_2"
52,"responsibility","8",9,94,10,8,1,3,"trial_9_diff_2_index_3"
52,"responsibility","13",10,91,12,10,1,4,"trial_10_diff_2_index_4"
52,"responsibility","21",11,89,12,10,1,5,"trial_11_diff_2_index_5"
52,"responsibility","33",12,92,12,10,1,6,"trial_12_diff_2_index_6"
52,"responsibility","38",13,87,12,9,2,1,"trial_13_diff_3_index_1"
52,"responsibility","15",14,100,13,10,2,2,"trial_14_diff_3_index_2"
52,"responsibility","2",15,27,13,10,2,3,"trial_15_diff_3_index_3"
52,"responsibility","42",16,94,15,12,2,4,"trial_16_diff_3_index_4"
52,"responsibility","30",17,85,16,13,2,5,"trial_17_diff_3_index_5"
52,"responsibility","4",18,79,19,16,2,6,"trial_18_diff_3_index_6"
52,"responsibility","24",19,91,9,5,3,1,"trial_19_diff_4_index_1"
52,"responsibility","10",20,67,15,11,3,2,"trial_20_diff_4_index_2"
52,"responsibility","7",21,97,16,12,3,3,"trial_21_diff_4_index_3"
52,"responsibility","16",22,98,17,13,3,4,"trial_22_diff_4_index_4"
52,"responsibility","1",23,64,19,15,3,5,"trial_23_diff_4_index_5"
52,"responsibility","34",24,88,20,16,3,6,"trial_24_diff_4_index_6"
52,"responsibility","23",25,39,9,4,4,1,"trial_25_diff_5_index_1"
52,"responsibility","20",26,14,14,9,4,2,"trial_26_diff_5_index_2"
52,"responsibility","35",27,92,14,9,4,3,"trial_27_diff_5_index_3"
52,"responsibility","26",28,82,15,10,4,4,"trial_28_diff_5_index_4"
52,"responsibility","27",29,91,15,10,4,5,"trial_29_diff_5_index_5"
52,"responsibility","37",30,20,17,12,4,6,"trial_30_diff_5_index_6"
52,"responsibility","40",31,99,14,8,5,1,"trial_31_diff_6_index_1"
52,"responsibility","12",32,69,14,8,5,2,"trial_32_diff_6_index_2"
52,"responsibility","41",33,80,15,9,5,3,"trial_33_diff_6_index_3"
52,"responsibility","3",34,18,16,10,5,4,"trial_34_diff_6_index_4"
52,"responsibility","9",35,3,18,12,5,5,"trial_35_diff_6_index_5"
52,"responsibility","39",36,70,19,13,5,6,"trial_36_diff_6_index_6"
52,"responsibility","14",37,77,14,7,6,1,"trial_37_diff_7_index_1"
52,"responsibility","31",38,91,14,7,6,2,"trial_38_diff_7_index_2"
52,"responsibility","19",39,93,15,8,6,3,"trial_39_diff_7_index_3"
52,"responsibility","18",40,84,16,9,6,4,"trial_40_diff_7_index_4"
52,"responsibility","17",41,31,16,9,6,5,"trial_41_diff_7_index_5"
52,"responsibility","6",42,99,16,9,6,6,"trial_42_diff_7_index_6"
54,"responsibility","37",1,4,8,7,0,1,"trial_1_diff_1_index_1"
54,"responsibility","5",2,15,8,7,0,2,"trial_2_diff_1_index_2"
54,"responsibility","40",3,3,9,8,0,3,"trial_3_diff_1_index_3"
54,"responsibility","31",4,4,10,9,0,4,"trial_4_diff_1_index_4"
54,"responsibility","15",5,2,13,12,0,5,"trial_5_diff_1_index_5"
54,"responsibility","28",6,19,13,12,0,6,"trial_6_diff_1_index_6"
54,"responsibility","25",7,6,7,5,1,1,"trial_7_diff_2_index_1"
54,"responsibility","14",8,25,8,6,1,2,"trial_8_diff_2_index_2"
54,"responsibility","27",9,27,10,8,1,3,"trial_9_diff_2_index_3"
54,"responsibility","3",10,59,12,10,1,4,"trial_10_diff_2_index_4"
54,"responsibility","33",11,20,12,10,1,5,"trial_11_diff_2_index_5"
54,"responsibility","20",12,6,12,10,1,6,"trial_12_diff_2_index_6"
54,"responsibility","2",13,32,12,9,2,1,"trial_13_diff_3_index_1"
54,"responsibility","24",14,17,13,10,2,2,"trial_14_diff_3_index_2"
54,"responsibility","11",15,54,13,10,2,3,"trial_15_diff_3_index_3"
54,"responsibility","29",16,13,15,12,2,4,"trial_16_diff_3_index_4"
54,"responsibility","8",17,12,16,13,2,5,"trial_17_diff_3_index_5"
54,"responsibility","41",18,4,19,16,2,6,"trial_18_diff_3_index_6"
54,"responsibility","23",19,47,9,5,3,1,"trial_19_diff_4_index_1"
54,"responsibility","1",20,49,15,11,3,2,"trial_20_diff_4_index_2"
54,"responsibility","13",21,72,16,12,3,3,"trial_21_diff_4_index_3"
54,"responsibility","19",22,42,17,13,3,4,"trial_22_diff_4_index_4"
54,"responsibility","35",23,15,19,15,3,5,"trial_23_diff_4_index_5"
54,"responsibility","9",24,32,20,16,3,6,"trial_24_diff_4_index_6"
54,"responsibility","34",25,24,9,4,4,1,"trial_25_diff_5_index_1"
54,"responsibility","22",26,17,14,9,4,2,"trial_26_diff_5_index_2"
54,"responsibility","12",27,65,14,9,4,3,"trial_27_diff_5_index_3"
54,"responsibility","4",28,23,15,10,4,4,"trial_28_diff_5_index_4"
54,"responsibility","21",29,26,15,10,4,5,"trial_29_diff_5_index_5"
54,"responsibility","32",30,53,17,12,4,6,"trial_30_diff_5_index_6"
54,"responsibility","16",31,74,14,8,5,1,"trial_31_diff_6_index_1"
54,"responsibility","39",32,9,14,8,5,2,"trial_32_diff_6_index_2"
54,"responsibility","6",33,18,15,9,5,3,"trial_33_diff_6_index_3"
54,"responsibility","26",34,19,16,10,5,4,"trial_34_diff_6_index_4"
54,"responsibility","38",35,7,18,12,5,5,"trial_35_diff_6_index_5"
54,"responsibility","36",36,26,19,13,5,6,"trial_36_diff_6_index_6"
54,"responsibility","10",37,52,14,7,6,1,"trial_37_diff_7_index_1"
54,"responsibility","18",38,58,14,7,6,2,"trial_38_diff_7_index_2"
54,"responsibility","17",39,61,15,8,6,3,"trial_39_diff_7_index_3"
54,"responsibility","7",40,39,16,9,6,4,"trial_40_diff_7_index_4"
54,"responsibility","30",41,14,16,9,6,5,"trial_41_diff_7_index_5"
54,"responsibility","42",42,4,16,9,6,6,"trial_42_diff_7_index_6"
55,"responsibility","20",1,57,8,7,0,1,"trial_1_diff_1_index_1"
55,"responsibility","19",2,16,8,7,0,2,"trial_2_diff_1_index_2"
55,"responsibility","2",3,7,9,8,0,3,"trial_3_diff_1_index_3"
55,"responsibility","5",4,28,10,9,0,4,"trial_4_diff_1_index_4"
55,"responsibility","15",5,10,13,12,0,5,"trial_5_diff_1_index_5"
55,"responsibility","27",6,22,13,12,0,6,"trial_6_diff_1_index_6"
55,"responsibility","16",7,19,7,5,1,1,"trial_7_diff_2_index_1"
55,"responsibility","3",8,60,8,6,1,2,"trial_8_diff_2_index_2"
55,"responsibility","9",9,34,10,8,1,3,"trial_9_diff_2_index_3"
55,"responsibility","4",10,62,12,10,1,4,"trial_10_diff_2_index_4"
55,"responsibility","10",11,25,12,10,1,5,"trial_11_diff_2_index_5"
55,"responsibility","32",12,21,12,10,1,6,"trial_12_diff_2_index_6"
55,"responsibility","36",13,28,12,9,2,1,"trial_13_diff_3_index_1"
55,"responsibility","17",14,82,13,10,2,2,"trial_14_diff_3_index_2"
55,"responsibility","38",15,62,13,10,2,3,"trial_15_diff_3_index_3"
55,"responsibility","18",16,27,15,12,2,4,"trial_16_diff_3_index_4"
55,"responsibility","25",17,55,16,13,2,5,"trial_17_diff_3_index_5"
55,"responsibility","21",18,77,19,16,2,6,"trial_18_diff_3_index_6"
55,"responsibility","14",19,58,9,5,3,1,"trial_19_diff_4_index_1"
55,"responsibility","42",20,18,15,11,3,2,"trial_20_diff_4_index_2"
55,"responsibility","8",21,65,16,12,3,3,"trial_21_diff_4_index_3"
55,"responsibility","24",22,73,17,13,3,4,"trial_22_diff_4_index_4"
55,"responsibility","29",23,78,19,15,3,5,"trial_23_diff_4_index_5"
55,"responsibility","30",24,81,20,16,3,6,"trial_24_diff_4_index_6"
55,"responsibility","12",25,73,9,4,4,1,"trial_25_diff_5_index_1"
55,"responsibility","11",26,28,14,9,4,2,"trial_26_diff_5_index_2"
55,"responsibility","6",27,81,14,9,4,3,"trial_27_diff_5_index_3"
55,"responsibility","1",28,38,15,10,4,4,"trial_28_diff_5_index_4"
55,"responsibility","41",29,58,15,10,4,5,"trial_29_diff_5_index_5"
55,"responsibility","22",30,80,17,12,4,6,"trial_30_diff_5_index_6"
55,"responsibility","37",31,70,14,8,5,1,"trial_31_diff_6_index_1"
55,"responsibility","39",32,79,14,8,5,2,"trial_32_diff_6_index_2"
55,"responsibility","23",33,57,15,9,5,3,"trial_33_diff_6_index_3"
55,"responsibility","34",34,78,16,10,5,4,"trial_34_diff_6_index_4"
55,"responsibility","28",35,30,18,12,5,5,"trial_35_diff_6_index_5"
55,"responsibility","40",36,56,19,13,5,6,"trial_36_diff_6_index_6"
55,"responsibility","31",37,66,14,7,6,1,"trial_37_diff_7_index_1"
55,"responsibility","26",38,60,14,7,6,2,"trial_38_diff_7_index_2"
55,"responsibility","35",39,74,15,8,6,3,"trial_39_diff_7_index_3"
55,"responsibility","7",40,67,16,9,6,4,"trial_40_diff_7_index_4"
55,"responsibility","13",41,17,16,9,6,5,"trial_41_diff_7_index_5"
55,"responsibility","33",42,26,16,9,6,6,"trial_42_diff_7_index_6"
56,"prediction","35",1,4,8,7,0,1,"trial_1_diff_1_index_1"
56,"prediction","40",2,3,8,7,0,2,"trial_2_diff_1_index_2"
56,"prediction","11",3,5,9,8,0,3,"trial_3_diff_1_index_3"
56,"prediction","36",4,3,10,9,0,4,"trial_4_diff_1_index_4"
56,"prediction","33",5,0,13,12,0,5,"trial_5_diff_1_index_5"
56,"prediction","32",6,6,13,12,0,6,"trial_6_diff_1_index_6"
56,"prediction","30",7,5,7,5,1,1,"trial_7_diff_2_index_1"
56,"prediction","37",8,4,8,6,1,2,"trial_8_diff_2_index_2"
56,"prediction","12",9,5,10,8,1,3,"trial_9_diff_2_index_3"
56,"prediction","3",10,6,12,10,1,4,"trial_10_diff_2_index_4"
56,"prediction","39",11,4,12,10,1,5,"trial_11_diff_2_index_5"
56,"prediction","15",12,3,12,10,1,6,"trial_12_diff_2_index_6"
56,"prediction","28",13,5,12,9,2,1,"trial_13_diff_3_index_1"
56,"prediction","4",14,3,13,10,2,2,"trial_14_diff_3_index_2"
56,"prediction","41",15,8,13,10,2,3,"trial_15_diff_3_index_3"
56,"prediction","6",16,4,15,12,2,4,"trial_16_diff_3_index_4"
56,"prediction","25",17,3,16,13,2,5,"trial_17_diff_3_index_5"
56,"prediction","17",18,7,19,16,2,6,"trial_18_diff_3_index_6"
56,"prediction","8",19,7,9,5,3,1,"trial_19_diff_4_index_1"
56,"prediction","22",20,8,15,11,3,2,"trial_20_diff_4_index_2"
56,"prediction","7",21,7,16,12,3,3,"trial_21_diff_4_index_3"
56,"prediction","20",22,11,17,13,3,4,"trial_22_diff_4_index_4"
56,"prediction","27",23,7,19,15,3,5,"trial_23_diff_4_index_5"
56,"prediction","38",24,9,20,16,3,6,"trial_24_diff_4_index_6"
56,"prediction","26",25,5,9,4,4,1,"trial_25_diff_5_index_1"
56,"prediction","2",26,5,14,9,4,2,"trial_26_diff_5_index_2"
56,"prediction","13",27,5,14,9,4,3,"trial_27_diff_5_index_3"
56,"prediction","23",28,7,15,10,4,4,"trial_28_diff_5_index_4"
56,"prediction","18",29,7,15,10,4,5,"trial_29_diff_5_index_5"
56,"prediction","21",30,13,17,12,4,6,"trial_30_diff_5_index_6"
56,"prediction","29",31,6,14,8,5,1,"trial_31_diff_6_index_1"
56,"prediction","9",32,5,14,8,5,2,"trial_32_diff_6_index_2"
56,"prediction","16",33,9,15,9,5,3,"trial_33_diff_6_index_3"
56,"prediction","10",34,9,16,10,5,4,"trial_34_diff_6_index_4"
56,"prediction","14",35,4,18,12,5,5,"trial_35_diff_6_index_5"
56,"prediction","34",36,11,19,13,5,6,"trial_36_diff_6_index_6"
56,"prediction","5",37,7,14,7,6,1,"trial_37_diff_7_index_1"
56,"prediction","31",38,6,14,7,6,2,"trial_38_diff_7_index_2"
56,"prediction","24",39,8,15,8,6,3,"trial_39_diff_7_index_3"
56,"prediction","42",40,7,16,9,6,4,"trial_40_diff_7_index_4"
56,"prediction","19",41,6,16,9,6,5,"trial_41_diff_7_index_5"
56,"prediction","1",42,7,16,9,6,6,"trial_42_diff_7_index_6"
57,"responsibility","10",1,67,8,7,0,1,"trial_1_diff_1_index_1"
57,"responsibility","38",2,17,8,7,0,2,"trial_2_diff_1_index_2"
57,"responsibility","20",3,40,9,8,0,3,"trial_3_diff_1_index_3"
57,"responsibility","27",4,35,10,9,0,4,"trial_4_diff_1_index_4"
57,"responsibility","12",5,2,13,12,0,5,"trial_5_diff_1_index_5"
57,"responsibility","28",6,65,13,12,0,6,"trial_6_diff_1_index_6"
57,"responsibility","36",7,23,7,5,1,1,"trial_7_diff_2_index_1"
