"participant","condition","order","trial","response","initial","final","difference","index","image"
23,"prediction","6",26,7,14,9,4,2,"trial_26_diff_5_index_2"
23,"prediction","40",27,4,14,9,4,3,"trial_27_diff_5_index_3"
23,"prediction","32",28,6,15,10,4,4,"trial_28_diff_5_index_4"
23,"prediction","22",29,6,15,10,4,5,"trial_29_diff_5_index_5"
23,"prediction","3",30,4,17,12,4,6,"trial_30_diff_5_index_6"
23,"prediction","38",31,8,14,8,5,1,"trial_31_diff_6_index_1"
23,"prediction","28",32,5,14,8,5,2,"trial_32_diff_6_index_2"
23,"prediction","2",33,3,15,9,5,3,"trial_33_diff_6_index_3"
23,"prediction","15",34,2,16,10,5,4,"trial_34_diff_6_index_4"
23,"prediction","14",35,7,18,12,5,5,"trial_35_diff_6_index_5"
23,"prediction","10",36,10,19,13,5,6,"trial_36_diff_6_index_6"
23,"prediction","9",37,6,14,7,6,1,"trial_37_diff_7_index_1"
23,"prediction","31",38,5,14,7,6,2,"trial_38_diff_7_index_2"
23,"prediction","25",39,5,15,8,6,3,"trial_39_diff_7_index_3"
23,"prediction","33",40,4,16,9,6,4,"trial_40_diff_7_index_4"
23,"prediction","18",41,8,16,9,6,5,"trial_41_diff_7_index_5"
23,"prediction","17",42,8,16,9,6,6,"trial_42_diff_7_index_6"
24,"prediction","4",1,4,8,7,0,1,"trial_1_diff_1_index_1"
24,"prediction","2",2,2,8,7,0,2,"trial_2_diff_1_index_2"
24,"prediction","23",3,5,9,8,0,3,"trial_3_diff_1_index_3"
24,"prediction","1",4,3,10,9,0,4,"trial_4_diff_1_index_4"
24,"prediction","8",5,0,13,12,0,5,"trial_5_diff_1_index_5"
24,"prediction","26",6,6,13,12,0,6,"trial_6_diff_1_index_6"
24,"prediction","35",7,4,7,5,1,1,"trial_7_diff_2_index_1"
24,"prediction","21",8,3,8,6,1,2,"trial_8_diff_2_index_2"
24,"prediction","29",9,4,10,8,1,3,"trial_9_diff_2_index_3"
24,"prediction","34",10,6,12,10,1,4,"trial_10_diff_2_index_4"
24,"prediction","31",11,7,12,10,1,5,"trial_11_diff_2_index_5"
24,"prediction","30",12,6,12,10,1,6,"trial_12_diff_2_index_6"
24,"prediction","20",13,5,12,9,2,1,"trial_13_diff_3_index_1"
24,"prediction","38",14,3,13,10,2,2,"trial_14_diff_3_index_2"
24,"prediction","13",15,7,13,10,2,3,"trial_15_diff_3_index_3"
24,"prediction","5",16,5,15,12,2,4,"trial_16_diff_3_index_4"
24,"prediction","15",17,3,16,13,2,5,"trial_17_diff_3_index_5"
24,"prediction","18",18,7,19,16,2,6,"trial_18_diff_3_index_6"
24,"prediction","36",19,6,9,5,3,1,"trial_19_diff_4_index_1"
24,"prediction","11",20,7,15,11,3,2,"trial_20_diff_4_index_2"
24,"prediction","14",21,11,16,12,3,3,"trial_21_diff_4_index_3"
24,"prediction","37",22,7,17,13,3,4,"trial_22_diff_4_index_4"
24,"prediction","24",23,11,19,15,3,5,"trial_23_diff_4_index_5"
24,"prediction","39",24,7,20,16,3,6,"trial_24_diff_4_index_6"
24,"prediction","7",25,5,9,4,4,1,"trial_25_diff_5_index_1"
24,"prediction","40",26,5,14,9,4,2,"trial_26_diff_5_index_2"
24,"prediction","27",27,8,14,9,4,3,"trial_27_diff_5_index_3"
24,"prediction","6",28,6,15,10,4,4,"trial_28_diff_5_index_4"
24,"prediction","25",29,4,15,10,4,5,"trial_29_diff_5_index_5"
24,"prediction","33",30,8,17,12,4,6,"trial_30_diff_5_index_6"
24,"prediction","19",31,13,14,8,5,1,"trial_31_diff_6_index_1"
24,"prediction","28",32,8,14,8,5,2,"trial_32_diff_6_index_2"
24,"prediction","10",33,5,15,9,5,3,"trial_33_diff_6_index_3"
24,"prediction","22",34,9,16,10,5,4,"trial_34_diff_6_index_4"
24,"prediction","16",35,6,18,12,5,5,"trial_35_diff_6_index_5"
24,"prediction","42",36,10,19,13,5,6,"trial_36_diff_6_index_6"
24,"prediction","17",37,8,14,7,6,1,"trial_37_diff_7_index_1"
24,"prediction","12",38,5,14,7,6,2,"trial_38_diff_7_index_2"
24,"prediction","3",39,7,15,8,6,3,"trial_39_diff_7_index_3"
24,"prediction","41",40,8,16,9,6,4,"trial_40_diff_7_index_4"
24,"prediction","9",41,7,16,9,6,5,"trial_41_diff_7_index_5"
24,"prediction","32",42,9,16,9,6,6,"trial_42_diff_7_index_6"
27,"prediction","23",1,1,8,7,0,1,"trial_1_diff_1_index_1"
27,"prediction","31",2,1,8,7,0,2,"trial_2_diff_1_index_2"
27,"prediction","1",3,0,9,8,0,3,"trial_3_diff_1_index_3"
27,"prediction","4",4,1,10,9,0,4,"trial_4_diff_1_index_4"
27,"prediction","28",5,0,13,12,0,5,"trial_5_diff_1_index_5"
27,"prediction","34",6,3,13,12,0,6,"trial_6_diff_1_index_6"
27,"prediction","27",7,3,7,5,1,1,"trial_7_diff_2_index_1"
27,"prediction","11",8,3,8,6,1,2,"trial_8_diff_2_index_2"
27,"prediction","21",9,2,10,8,1,3,"trial_9_diff_2_index_3"
27,"prediction","33",10,3,12,10,1,4,"trial_10_diff_2_index_4"
27,"prediction","29",11,4,12,10,1,5,"trial_11_diff_2_index_5"
27,"prediction","15",12,2,12,10,1,6,"trial_12_diff_2_index_6"
27,"prediction","12",13,3,12,9,2,1,"trial_13_diff_3_index_1"
27,"prediction","36",14,3,13,10,2,2,"trial_14_diff_3_index_2"
27,"prediction","8",15,8,13,10,2,3,"trial_15_diff_3_index_3"
27,"prediction","19",16,2,15,12,2,4,"trial_16_diff_3_index_4"
27,"prediction","41",17,2,16,13,2,5,"trial_17_diff_3_index_5"
27,"prediction","42",18,4,19,16,2,6,"trial_18_diff_3_index_6"
27,"prediction","37",19,4,9,5,3,1,"trial_19_diff_4_index_1"
27,"prediction","3",20,0,15,11,3,2,"trial_20_diff_4_index_2"
27,"prediction","22",21,9,16,12,3,3,"trial_21_diff_4_index_3"
27,"prediction","13",22,6,17,13,3,4,"trial_22_diff_4_index_4"
27,"prediction","26",23,10,19,15,3,5,"trial_23_diff_4_index_5"
27,"prediction","7",24,12,20,16,3,6,"trial_24_diff_4_index_6"
27,"prediction","17",25,5,9,4,4,1,"trial_25_diff_5_index_1"
27,"prediction","9",26,1,14,9,4,2,"trial_26_diff_5_index_2"
27,"prediction","18",27,8,14,9,4,3,"trial_27_diff_5_index_3"
27,"prediction","24",28,5,15,10,4,4,"trial_28_diff_5_index_4"
27,"prediction","10",29,7,15,10,4,5,"trial_29_diff_5_index_5"
27,"prediction","25",30,4,17,12,4,6,"trial_30_diff_5_index_6"
27,"prediction","2",31,6,14,8,5,1,"trial_31_diff_6_index_1"
27,"prediction","35",32,5,14,8,5,2,"trial_32_diff_6_index_2"
27,"prediction","40",33,5,15,9,5,3,"trial_33_diff_6_index_3"
27,"prediction","14",34,10,16,10,5,4,"trial_34_diff_6_index_4"
27,"prediction","32",35,2,18,12,5,5,"trial_35_diff_6_index_5"
27,"prediction","39",36,7,19,13,5,6,"trial_36_diff_6_index_6"
27,"prediction","16",37,5,14,7,6,1,"trial_37_diff_7_index_1"
27,"prediction","6",38,6,14,7,6,2,"trial_38_diff_7_index_2"
27,"prediction","20",39,6,15,8,6,3,"trial_39_diff_7_index_3"
27,"prediction","5",40,5,16,9,6,4,"trial_40_diff_7_index_4"
27,"prediction","38",41,5,16,9,6,5,"trial_41_diff_7_index_5"
27,"prediction","30",42,9,16,9,6,6,"trial_42_diff_7_index_6"
28,"prediction","18",1,0,8,7,0,1,"trial_1_diff_1_index_1"
28,"prediction","31",2,0,8,7,0,2,"trial_2_diff_1_index_2"
28,"prediction","36",3,0,9,8,0,3,"trial_3_diff_1_index_3"
28,"prediction","30",4,0,10,9,0,4,"trial_4_diff_1_index_4"
28,"prediction","23",5,0,13,12,0,5,"trial_5_diff_1_index_5"
28,"prediction","11",6,1,13,12,0,6,"trial_6_diff_1_index_6"
28,"prediction","38",7,0,7,5,1,1,"trial_7_diff_2_index_1"
28,"prediction","5",8,1,8,6,1,2,"trial_8_diff_2_index_2"
28,"prediction","22",9,1,10,8,1,3,"trial_9_diff_2_index_3"
28,"prediction","39",10,0,12,10,1,4,"trial_10_diff_2_index_4"
28,"prediction","12",11,0,12,10,1,5,"trial_11_diff_2_index_5"
28,"prediction","28",12,0,12,10,1,6,"trial_12_diff_2_index_6"
28,"prediction","14",13,1,12,9,2,1,"trial_13_diff_3_index_1"
28,"prediction","26",14,3,13,10,2,2,"trial_14_diff_3_index_2"
28,"prediction","4",15,1,13,10,2,3,"trial_15_diff_3_index_3"
28,"prediction","20",16,2,15,12,2,4,"trial_16_diff_3_index_4"
28,"prediction","6",17,2,16,13,2,5,"trial_17_diff_3_index_5"
28,"prediction","37",18,2,19,16,2,6,"trial_18_diff_3_index_6"
28,"prediction","13",19,1,9,5,3,1,"trial_19_diff_4_index_1"
28,"prediction","33",20,0,15,11,3,2,"trial_20_diff_4_index_2"
28,"prediction","1",21,2,16,12,3,3,"trial_21_diff_4_index_3"
28,"prediction","35",22,4,17,13,3,4,"trial_22_diff_4_index_4"
28,"prediction","41",23,3,19,15,3,5,"trial_23_diff_4_index_5"
28,"prediction","40",24,0,20,16,3,6,"trial_24_diff_4_index_6"
28,"prediction","29",25,0,9,4,4,1,"trial_25_diff_5_index_1"
28,"prediction","34",26,3,14,9,4,2,"trial_26_diff_5_index_2"
28,"prediction","8",27,3,14,9,4,3,"trial_27_diff_5_index_3"
28,"prediction","7",28,1,15,10,4,4,"trial_28_diff_5_index_4"
28,"prediction","2",29,0,15,10,4,5,"trial_29_diff_5_index_5"
28,"prediction","32",30,0,17,12,4,6,"trial_30_diff_5_index_6"
28,"prediction","16",31,3,14,8,5,1,"trial_31_diff_6_index_1"
28,"prediction","3",32,2,14,8,5,2,"trial_32_diff_6_index_2"
28,"prediction","19",33,2,15,9,5,3,"trial_33_diff_6_index_3"
28,"prediction","21",34,2,16,10,5,4,"trial_34_diff_6_index_4"
28,"prediction","24",35,2,18,12,5,5,"trial_35_diff_6_index_5"
28,"prediction","9",36,0,19,13,5,6,"trial_36_diff_6_index_6"
28,"prediction","25",37,0,14,7,6,1,"trial_37_diff_7_index_1"
28,"prediction","17",38,1,14,7,6,2,"trial_38_diff_7_index_2"
28,"prediction","10",39,1,15,8,6,3,"trial_39_diff_7_index_3"
28,"prediction","27",40,1,16,9,6,4,"trial_40_diff_7_index_4"
28,"prediction","42",41,0,16,9,6,5,"trial_41_diff_7_index_5"
28,"prediction","15",42,2,16,9,6,6,"trial_42_diff_7_index_6"
29,"responsibility","12",1,23,8,7,0,1,"trial_1_diff_1_index_1"
29,"responsibility","21",2,11,8,7,0,2,"trial_2_diff_1_index_2"
29,"responsibility","13",3,11,9,8,0,3,"trial_3_diff_1_index_3"
29,"responsibility","6",4,21,10,9,0,4,"trial_4_diff_1_index_4"
29,"responsibility","30",5,0,13,12,0,5,"trial_5_diff_1_index_5"
29,"responsibility","20",6,51,13,12,0,6,"trial_6_diff_1_index_6"
29,"responsibility","16",7,81,7,5,1,1,"trial_7_diff_2_index_1"
29,"responsibility","34",8,71,8,6,1,2,"trial_8_diff_2_index_2"
29,"responsibility","33",9,43,10,8,1,3,"trial_9_diff_2_index_3"
29,"responsibility","27",10,68,12,10,1,4,"trial_10_diff_2_index_4"
29,"responsibility","4",11,27,12,10,1,5,"trial_11_diff_2_index_5"
29,"responsibility","8",12,32,12,10,1,6,"trial_12_diff_2_index_6"
29,"responsibility","26",13,38,12,9,2,1,"trial_13_diff_3_index_1"
29,"responsibility","29",14,57,13,10,2,2,"trial_14_diff_3_index_2"
29,"responsibility","7",15,35,13,10,2,3,"trial_15_diff_3_index_3"
29,"responsibility","25",16,60,15,12,2,4,"trial_16_diff_3_index_4"
29,"responsibility","3",17,8,16,13,2,5,"trial_17_diff_3_index_5"
29,"responsibility","11",18,68,19,16,2,6,"trial_18_diff_3_index_6"
29,"responsibility","1",19,66,9,5,3,1,"trial_19_diff_4_index_1"
29,"responsibility","9",20,63,15,11,3,2,"trial_20_diff_4_index_2"
29,"responsibility","23",21,74,16,12,3,3,"trial_21_diff_4_index_3"
29,"responsibility","19",22,17,17,13,3,4,"trial_22_diff_4_index_4"
29,"responsibility","22",23,71,19,15,3,5,"trial_23_diff_4_index_5"
29,"responsibility","24",24,50,20,16,3,6,"trial_24_diff_4_index_6"
29,"responsibility","18",25,85,9,4,4,1,"trial_25_diff_5_index_1"
29,"responsibility","39",26,11,14,9,4,2,"trial_26_diff_5_index_2"
29,"responsibility","37",27,74,14,9,4,3,"trial_27_diff_5_index_3"
29,"responsibility","41",28,54,15,10,4,4,"trial_28_diff_5_index_4"
29,"responsibility","14",29,44,15,10,4,5,"trial_29_diff_5_index_5"
29,"responsibility","36",30,29,17,12,4,6,"trial_30_diff_5_index_6"
29,"responsibility","38",31,74,14,8,5,1,"trial_31_diff_6_index_1"
29,"responsibility","10",32,71,14,8,5,2,"trial_32_diff_6_index_2"
29,"responsibility","2",33,33,15,9,5,3,"trial_33_diff_6_index_3"
29,"responsibility","40",34,63,16,10,5,4,"trial_34_diff_6_index_4"
29,"responsibility","28",35,31,18,12,5,5,"trial_35_diff_6_index_5"
29,"responsibility","17",36,63,19,13,5,6,"trial_36_diff_6_index_6"
29,"responsibility","35",37,77,14,7,6,1,"trial_37_diff_7_index_1"
29,"responsibility","32",38,79,14,7,6,2,"trial_38_diff_7_index_2"
29,"responsibility","5",39,61,15,8,6,3,"trial_39_diff_7_index_3"
29,"responsibility","31",40,73,16,9,6,4,"trial_40_diff_7_index_4"
29,"responsibility","15",41,43,16,9,6,5,"trial_41_diff_7_index_5"
29,"responsibility","42",42,74,16,9,6,6,"trial_42_diff_7_index_6"
30,"responsibility","6",1,88,8,7,0,1,"trial_1_diff_1_index_1"
30,"responsibility","41",2,23,8,7,0,2,"trial_2_diff_1_index_2"
30,"responsibility","5",3,74,9,8,0,3,"trial_3_diff_1_index_3"
30,"responsibility","38",4,65,10,9,0,4,"trial_4_diff_1_index_4"
30,"responsibility","32",5,0,13,12,0,5,"trial_5_diff_1_index_5"
30,"responsibility","23",6,62,13,12,0,6,"trial_6_diff_1_index_6"
30,"responsibility","30",7,74,7,5,1,1,"trial_7_diff_2_index_1"
30,"responsibility","14",8,96,8,6,1,2,"trial_8_diff_2_index_2"
30,"responsibility","12",9,77,10,8,1,3,"trial_9_diff_2_index_3"
30,"responsibility","13",10,70,12,10,1,4,"trial_10_diff_2_index_4"
30,"responsibility","39",11,31,12,10,1,5,"trial_11_diff_2_index_5"
30,"responsibility","2",12,58,12,10,1,6,"trial_12_diff_2_index_6"
30,"responsibility","21",13,7,12,9,2,1,"trial_13_diff_3_index_1"
30,"responsibility","26",14,73,13,10,2,2,"trial_14_diff_3_index_2"
30,"responsibility","29",15,62,13,10,2,3,"trial_15_diff_3_index_3"
30,"responsibility","34",16,68,15,12,2,4,"trial_16_diff_3_index_4"
30,"responsibility","1",17,22,16,13,2,5,"trial_17_diff_3_index_5"
30,"responsibility","3",18,62,19,16,2,6,"trial_18_diff_3_index_6"
30,"responsibility","10",19,100,9,5,3,1,"trial_19_diff_4_index_1"
30,"responsibility","25",20,58,15,11,3,2,"trial_20_diff_4_index_2"
30,"responsibility","37",21,52,16,12,3,3,"trial_21_diff_4_index_3"
30,"responsibility","9",22,44,17,13,3,4,"trial_22_diff_4_index_4"
30,"responsibility","22",23,52,19,15,3,5,"trial_23_diff_4_index_5"
30,"responsibility","16",24,22,20,16,3,6,"trial_24_diff_4_index_6"
30,"responsibility","15",25,100,9,4,4,1,"trial_25_diff_5_index_1"
30,"responsibility","42",26,30,14,9,4,2,"trial_26_diff_5_index_2"
30,"responsibility","8",27,98,14,9,4,3,"trial_27_diff_5_index_3"
30,"responsibility","36",28,6,15,10,4,4,"trial_28_diff_5_index_4"
30,"responsibility","27",29,41,15,10,4,5,"trial_29_diff_5_index_5"
30,"responsibility","24",30,79,17,12,4,6,"trial_30_diff_5_index_6"
30,"responsibility","31",31,70,14,8,5,1,"trial_31_diff_6_index_1"
30,"responsibility","11",32,79,14,8,5,2,"trial_32_diff_6_index_2"
30,"responsibility","28",33,44,15,9,5,3,"trial_33_diff_6_index_3"
30,"responsibility","33",34,61,16,10,5,4,"trial_34_diff_6_index_4"
30,"responsibility","4",35,13,18,12,5,5,"trial_35_diff_6_index_5"
30,"responsibility","17",36,23,19,13,5,6,"trial_36_diff_6_index_6"
30,"responsibility","40",37,0,14,7,6,1,"trial_37_diff_7_index_1"
30,"responsibility","20",38,6,14,7,6,2,"trial_38_diff_7_index_2"
30,"responsibility","18",39,71,15,8,6,3,"trial_39_diff_7_index_3"
30,"responsibility","35",40,82,16,9,6,4,"trial_40_diff_7_index_4"
30,"responsibility","19",41,23,16,9,6,5,"trial_41_diff_7_index_5"
30,"responsibility","7",42,100,16,9,6,6,"trial_42_diff_7_index_6"
31,"prediction","5",1,0,8,7,0,1,"trial_1_diff_1_index_1"
31,"prediction","29",2,1,8,7,0,2,"trial_2_diff_1_index_2"
31,"prediction","32",3,1,9,8,0,3,"trial_3_diff_1_index_3"
31,"prediction","20",4,0,10,9,0,4,"trial_4_diff_1_index_4"
31,"prediction","36",5,0,13,12,0,5,"trial_5_diff_1_index_5"
31,"prediction","17",6,4,13,12,0,6,"trial_6_diff_1_index_6"
31,"prediction","1",7,2,7,5,1,1,"trial_7_diff_2_index_1"
31,"prediction","25",8,2,8,6,1,2,"trial_8_diff_2_index_2"
31,"prediction","30",9,2,10,8,1,3,"trial_9_diff_2_index_3"
31,"prediction","34",10,2,12,10,1,4,"trial_10_diff_2_index_4"
31,"prediction","15",11,2,12,10,1,5,"trial_11_diff_2_index_5"
31,"prediction","22",12,1,12,10,1,6,"trial_12_diff_2_index_6"
31,"prediction","16",13,1,12,9,2,1,"trial_13_diff_3_index_1"
31,"prediction","24",14,3,13,10,2,2,"trial_14_diff_3_index_2"
31,"prediction","28",15,3,13,10,2,3,"trial_15_diff_3_index_3"
31,"prediction","2",16,2,15,12,2,4,"trial_16_diff_3_index_4"
31,"prediction","14",17,1,16,13,2,5,"trial_17_diff_3_index_5"
31,"prediction","10",18,3,19,16,2,6,"trial_18_diff_3_index_6"
31,"prediction","23",19,2,9,5,3,1,"trial_19_diff_4_index_1"
31,"prediction","38",20,1,15,11,3,2,"trial_20_diff_4_index_2"
31,"prediction","42",21,3,16,12,3,3,"trial_21_diff_4_index_3"
31,"prediction","37",22,6,17,13,3,4,"trial_22_diff_4_index_4"
31,"prediction","13",23,5,19,15,3,5,"trial_23_diff_4_index_5"
31,"prediction","33",24,3,20,16,3,6,"trial_24_diff_4_index_6"
31,"prediction","35",25,2,9,4,4,1,"trial_25_diff_5_index_1"
31,"prediction","21",26,2,14,9,4,2,"trial_26_diff_5_index_2"
31,"prediction","7",27,4,14,9,4,3,"trial_27_diff_5_index_3"
31,"prediction","41",28,1,15,10,4,4,"trial_28_diff_5_index_4"
31,"prediction","40",29,2,15,10,4,5,"trial_29_diff_5_index_5"
31,"prediction","3",30,0,17,12,4,6,"trial_30_diff_5_index_6"
31,"prediction","39",31,5,14,8,5,1,"trial_31_diff_6_index_1"
31,"prediction","6",32,3,14,8,5,2,"trial_32_diff_6_index_2"
31,"prediction","19",33,5,15,9,5,3,"trial_33_diff_6_index_3"
31,"prediction","18",34,3,16,10,5,4,"trial_34_diff_6_index_4"
31,"prediction","11",35,0,18,12,5,5,"trial_35_diff_6_index_5"
31,"prediction","31",36,6,19,13,5,6,"trial_36_diff_6_index_6"
31,"prediction","9",37,2,14,7,6,1,"trial_37_diff_7_index_1"
31,"prediction","12",38,2,14,7,6,2,"trial_38_diff_7_index_2"
31,"prediction","4",39,3,15,8,6,3,"trial_39_diff_7_index_3"
31,"prediction","27",40,3,16,9,6,4,"trial_40_diff_7_index_4"
31,"prediction","26",41,0,16,9,6,5,"trial_41_diff_7_index_5"
31,"prediction","8",42,1,16,9,6,6,"trial_42_diff_7_index_6"
32,"responsibility","42",1,27,8,7,0,1,"trial_1_diff_1_index_1"
32,"responsibility","5",2,19,8,7,0,2,"trial_2_diff_1_index_2"
32,"responsibility","7",3,46,9,8,0,3,"trial_3_diff_1_index_3"
32,"responsibility","14",4,15,10,9,0,4,"trial_4_diff_1_index_4"
32,"responsibility","29",5,0,13,12,0,5,"trial_5_diff_1_index_5"
32,"responsibility","22",6,68,13,12,0,6,"trial_6_diff_1_index_6"
32,"responsibility","26",7,97,7,5,1,1,"trial_7_diff_2_index_1"
32,"responsibility","8",8,70,8,6,1,2,"trial_8_diff_2_index_2"
32,"responsibility","21",9,79,10,8,1,3,"trial_9_diff_2_index_3"
32,"responsibility","2",10,78,12,10,1,4,"trial_10_diff_2_index_4"
32,"responsibility","9",11,73,12,10,1,5,"trial_11_diff_2_index_5"
32,"responsibility","28",12,64,12,10,1,6,"trial_12_diff_2_index_6"
32,"responsibility","37",13,31,12,9,2,1,"trial_13_diff_3_index_1"
32,"responsibility","13",14,100,13,10,2,2,"trial_14_diff_3_index_2"
32,"responsibility","19",15,77,13,10,2,3,"trial_15_diff_3_index_3"
32,"responsibility","12",16,40,15,12,2,4,"trial_16_diff_3_index_4"
32,"responsibility","20",17,11,16,13,2,5,"trial_17_diff_3_index_5"
32,"responsibility","41",18,93,19,16,2,6,"trial_18_diff_3_index_6"
32,"responsibility","18",19,100,9,5,3,1,"trial_19_diff_4_index_1"
32,"responsibility","31",20,55,15,11,3,2,"trial_20_diff_4_index_2"
32,"responsibility","35",21,97,16,12,3,3,"trial_21_diff_4_index_3"
32,"responsibility","1",22,93,17,13,3,4,"trial_22_diff_4_index_4"
32,"responsibility","34",23,90,19,15,3,5,"trial_23_diff_4_index_5"
32,"responsibility","11",24,7,20,16,3,6,"trial_24_diff_4_index_6"
32,"responsibility","16",25,71,9,4,4,1,"trial_25_diff_5_index_1"
32,"responsibility","4",26,69,14,9,4,2,"trial_26_diff_5_index_2"
32,"responsibility","33",27,88,14,9,4,3,"trial_27_diff_5_index_3"
32,"responsibility","24",28,28,15,10,4,4,"trial_28_diff_5_index_4"
32,"responsibility","36",29,17,15,10,4,5,"trial_29_diff_5_index_5"
32,"responsibility","10",30,69,17,12,4,6,"trial_30_diff_5_index_6"
32,"responsibility","17",31,100,14,8,5,1,"trial_31_diff_6_index_1"
32,"responsibility","40",32,86,14,8,5,2,"trial_32_diff_6_index_2"
32,"responsibility","38",33,62,15,9,5,3,"trial_33_diff_6_index_3"
32,"responsibility","3",34,45,16,10,5,4,"trial_34_diff_6_index_4"
32,"responsibility","39",35,32,18,12,5,5,"trial_35_diff_6_index_5"
32,"responsibility","27",36,67,19,13,5,6,"trial_36_diff_6_index_6"
32,"responsibility","30",37,14,14,7,6,1,"trial_37_diff_7_index_1"
32,"responsibility","32",38,77,14,7,6,2,"trial_38_diff_7_index_2"
32,"responsibility","25",39,75,15,8,6,3,"trial_39_diff_7_index_3"
32,"responsibility","15",40,82,16,9,6,4,"trial_40_diff_7_index_4"
32,"responsibility","23",41,9,16,9,6,5,"trial_41_diff_7_index_5"
32,"responsibility","6",42,34,16,9,6,6,"trial_42_diff_7_index_6"
34,"responsibility","4",1,80,8,7,0,1,"trial_1_diff_1_index_1"
34,"responsibility","40",2,10,8,7,0,2,"trial_2_diff_1_index_2"
34,"responsibility","20",3,18,9,8,0,3,"trial_3_diff_1_index_3"
34,"responsibility","5",4,34,10,9,0,4,"trial_4_diff_1_index_4"
34,"responsibility","14",5,1,13,12,0,5,"trial_5_diff_1_index_5"
34,"responsibility","15",6,62,13,12,0,6,"trial_6_diff_1_index_6"
34,"responsibility","22",7,37,7,5,1,1,"trial_7_diff_2_index_1"
34,"responsibility","11",8,39,8,6,1,2,"trial_8_diff_2_index_2"
34,"responsibility","29",9,43,10,8,1,3,"trial_9_diff_2_index_3"
34,"responsibility","31",10,33,12,10,1,4,"trial_10_diff_2_index_4"
34,"responsibility","8",11,62,12,10,1,5,"trial_11_diff_2_index_5"
34,"responsibility","18",12,53,12,10,1,6,"trial_12_diff_2_index_6"
34,"responsibility","27",13,32,12,9,2,1,"trial_13_diff_3_index_1"
34,"responsibility","42",14,38,13,10,2,2,"trial_14_diff_3_index_2"
34,"responsibility","13",15,66,13,10,2,3,"trial_15_diff_3_index_3"
34,"responsibility","16",16,65,15,12,2,4,"trial_16_diff_3_index_4"
34,"responsibility","6",17,14,16,13,2,5,"trial_17_diff_3_index_5"
34,"responsibility","37",18,26,19,16,2,6,"trial_18_diff_3_index_6"
34,"responsibility","17",19,71,9,5,3,1,"trial_19_diff_4_index_1"
34,"responsibility","33",20,23,15,11,3,2,"trial_20_diff_4_index_2"
34,"responsibility","39",21,66,16,12,3,3,"trial_21_diff_4_index_3"
34,"responsibility","28",22,73,17,13,3,4,"trial_22_diff_4_index_4"
34,"responsibility","12",23,52,19,15,3,5,"trial_23_diff_4_index_5"
34,"responsibility","38",24,42,20,16,3,6,"trial_24_diff_4_index_6"
34,"responsibility","19",25,55,9,4,4,1,"trial_25_diff_5_index_1"
34,"responsibility","35",26,8,14,9,4,2,"trial_26_diff_5_index_2"
34,"responsibility","1",27,91,14,9,4,3,"trial_27_diff_5_index_3"
34,"responsibility","9",28,54,15,10,4,4,"trial_28_diff_5_index_4"
34,"responsibility","2",29,73,15,10,4,5,"trial_29_diff_5_index_5"
34,"responsibility","21",30,37,17,12,4,6,"trial_30_diff_5_index_6"
34,"responsibility","23",31,40,14,8,5,1,"trial_31_diff_6_index_1"
34,"responsibility","3",32,55,14,8,5,2,"trial_32_diff_6_index_2"
34,"responsibility","34",33,43,15,9,5,3,"trial_33_diff_6_index_3"
34,"responsibility","32",34,23,16,10,5,4,"trial_34_diff_6_index_4"
34,"responsibility","10",35,9,18,12,5,5,"trial_35_diff_6_index_5"
34,"responsibility","30",36,50,19,13,5,6,"trial_36_diff_6_index_6"
34,"responsibility","24",37,58,14,7,6,1,"trial_37_diff_7_index_1"
34,"responsibility","25",38,54,14,7,6,2,"trial_38_diff_7_index_2"
34,"responsibility","26",39,56,15,8,6,3,"trial_39_diff_7_index_3"
34,"responsibility","36",40,27,16,9,6,4,"trial_40_diff_7_index_4"
34,"responsibility","7",41,19,16,9,6,5,"trial_41_diff_7_index_5"
34,"responsibility","41",42,71,16,9,6,6,"trial_42_diff_7_index_6"
35,"prediction","1",1,3,8,7,0,1,"trial_1_diff_1_index_1"
35,"prediction","5",2,2,8,7,0,2,"trial_2_diff_1_index_2"
35,"prediction","12",3,3,9,8,0,3,"trial_3_diff_1_index_3"
35,"prediction","34",4,4,10,9,0,4,"trial_4_diff_1_index_4"
35,"prediction","27",5,0,13,12,0,5,"trial_5_diff_1_index_5"
35,"prediction","10",6,0,13,12,0,6,"trial_6_diff_1_index_6"
35,"prediction","8",7,0,7,5,1,1,"trial_7_diff_2_index_1"
35,"prediction","22",8,3,8,6,1,2,"trial_8_diff_2_index_2"
35,"prediction","2",9,5,10,8,1,3,"trial_9_diff_2_index_3"
35,"prediction","28",10,2,12,10,1,4,"trial_10_diff_2_index_4"
35,"prediction","14",11,8,12,10,1,5,"trial_11_diff_2_index_5"
35,"prediction","4",12,3,12,10,1,6,"trial_12_diff_2_index_6"
35,"prediction","19",13,2,12,9,2,1,"trial_13_diff_3_index_1"
35,"prediction","29",14,3,13,10,2,2,"trial_14_diff_3_index_2"
35,"prediction","32",15,6,13,10,2,3,"trial_15_diff_3_index_3"
35,"prediction","15",16,12,15,12,2,4,"trial_16_diff_3_index_4"
35,"prediction","16",17,2,16,13,2,5,"trial_17_diff_3_index_5"
35,"prediction","17",18,11,19,16,2,6,"trial_18_diff_3_index_6"
35,"prediction","13",19,6,9,5,3,1,"trial_19_diff_4_index_1"
35,"prediction","42",20,6,15,11,3,2,"trial_20_diff_4_index_2"
